"posteam","defteam","play_type","yards_gained","air_yards","yards_after_catch","down","big_play"
"NYJ","TB","pass",9,4,5,4,"No"
"TB","NYJ","run",6,NA,NA,1,"No"
"TB","NYJ",NA,NA,NA,NA,NA,NA
"TB","NYJ","run",-5,NA,NA,2,"No"
"TB","NYJ","pass",0,5,NA,3,"No"
"TB","NYJ","punt",0,NA,NA,4,"No"
"NYJ","TB","run",6,NA,NA,1,"No"
"NYJ","TB","pass",4,4,0,2,"No"
"NYJ","TB","pass",9,5,4,1,"No"
"NYJ","TB","pass",9,4,5,2,"No"
"NYJ","TB","pass",12,3,9,1,"No"
"NYJ","TB","run",9,NA,NA,1,"No"
"NYJ","TB","run",8,NA,NA,2,"No"
"NYJ","TB","pass",12,11,1,1,"No"
"NYJ","TB","pass",0,3,NA,1,"No"
"NYJ","TB","pass",11,6,5,2,"No"
"NYJ","TB","extra_point",0,NA,NA,NA,"No"
"TB","NYJ","kickoff",0,NA,NA,NA,"No"
"TB","NYJ","pass",20,17,3,1,"Yes"
"TB","NYJ","run",11,NA,NA,1,"No"
"TB","NYJ","run",3,NA,NA,1,"No"
"TB","NYJ","pass",8,4,4,2,"No"
"TB","NYJ","run",-1,NA,NA,1,"No"
"TB","NYJ","no_play",0,NA,NA,2,"No"
"TB","NYJ","pass",0,4,NA,2,"No"
"TB","NYJ","pass",0,21,NA,3,"No"
"TB","NYJ","field_goal",0,NA,NA,4,"No"
"NYJ","TB","kickoff",0,NA,NA,NA,"No"
"NYJ","TB","pass",10,5,5,1,"No"
"NYJ","TB","pass",-7,NA,NA,1,"No"
"NYJ","TB","no_play",0,NA,NA,2,"No"
"NYJ","TB","no_play",0,NA,NA,1,"No"
"NYJ","TB","pass",-4,NA,NA,1,"No"
"NYJ","TB","pass",20,3,17,2,"Yes"
"NYJ","TB","pass",12,-1,13,1,"No"
"NYJ","TB","pass",9,5,4,1,"No"
"NYJ","TB","run",14,NA,NA,2,"No"
"NYJ","TB","pass",5,5,0,1,"No"
"NYJ","TB","pass",0,4,NA,2,"No"
"NYJ","TB","pass",0,4,NA,3,"No"
"NYJ","TB","pass",4,4,0,4,"No"
"NYJ","TB","extra_point",0,NA,NA,NA,"No"
"TB","NYJ","kickoff",0,NA,NA,NA,"No"
"TB","NYJ","run",3,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TB","NYJ","run",33,NA,NA,2,"Yes"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TB","NYJ","run",3,NA,NA,1,"No"
"TB","NYJ","run",2,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TB","NYJ","run",4,NA,NA,3,"No"
"TB","NYJ","no_play",0,NA,NA,4,"No"
"TB","NYJ","field_goal",0,NA,NA,4,"No"
"NYJ","TB","extra_point",0,NA,NA,NA,"No"
"TB","NYJ","kickoff",0,NA,NA,NA,"No"
"TB","NYJ","pass",0,41,NA,1,"No"
"TB","NYJ","pass",28,24,4,2,"Yes"
"TB","NYJ","pass",0,23,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TB","NYJ","pass",20,0,20,2,"Yes"
"TB","NYJ","run",1,NA,NA,1,"No"
"TB","NYJ","qb_kneel",-1,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TB","NYJ","field_goal",0,NA,NA,3,"No"
"TB","NYJ",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"NE","PIT","kickoff",0,NA,NA,NA,"No"
"NE","PIT","run",4,NA,NA,1,"No"
"NE","PIT","pass",0,NA,NA,2,"No"
"NE","PIT","no_play",0,NA,NA,3,"No"
"NE","PIT","run",3,NA,NA,1,"No"
"PIT","NE","no_play",0,NA,NA,1,"No"
"PIT","NE","pass",15,-3,18,1,"No"
"PIT","NE","run",9,NA,NA,1,"No"
"PIT","NE","run",11,NA,NA,2,"No"
"PIT","NE","run",6,NA,NA,1,"No"
"PIT","NE","run",4,NA,NA,2,"No"
"PIT","NE","run",3,NA,NA,1,"No"
"PIT","NE","run",-1,NA,NA,2,"No"
"PIT","NE","no_play",0,NA,NA,3,"No"
"PIT","NE","run",1,NA,NA,1,"No"
"PIT","NE","extra_point",0,NA,NA,NA,"No"
"NE","PIT","kickoff",0,NA,NA,NA,"No"
"NE","PIT","run",3,NA,NA,1,"No"
"NE","PIT","pass",6,6,0,2,"No"
"NE","PIT","run",3,NA,NA,3,"No"
"NE","PIT","pass",0,0,NA,1,"No"
"NE","PIT","pass",5,-4,9,2,"No"
"NE","PIT","pass",-4,NA,NA,3,"No"
"NE","PIT","punt",0,NA,NA,4,"No"
"PIT","NE","run",-2,NA,NA,1,"No"
"PIT","NE","pass",6,4,2,2,"No"
"PIT","NE","no_play",0,NA,NA,3,"No"
"PIT","NE","pass",2,-3,5,1,"No"
"PIT","NE","run",13,NA,NA,1,"No"
"PIT","NE","pass",0,2,NA,1,"No"
"PIT","NE","no_play",0,NA,NA,2,"No"
"PIT","NE","pass",5,-5,10,2,"No"
"PIT","NE","pass",21,14,7,3,"Yes"
"PIT","NE","run",4,NA,NA,1,"No"
"PIT","NE","pass",5,-1,6,2,"No"
"PIT","NE",NA,NA,NA,NA,NA,NA
"PIT","NE","run",3,NA,NA,3,"No"
"PIT","NE","run",1,NA,NA,1,"No"
"PIT","NE","pass",12,12,0,2,"No"
"PIT","NE","extra_point",0,NA,NA,NA,"No"
"NE","PIT","kickoff",0,NA,NA,NA,"No"
"NE","PIT","run",11,NA,NA,1,"No"
"NE","PIT","run",15,NA,NA,1,"No"
"NE","PIT","pass",4,4,0,1,"No"
"NE","PIT","pass",0,-6,NA,2,"No"
"NE","PIT","pass",9,8,1,3,"No"
"NE","PIT","pass",11,7,4,1,"No"
"NE","PIT","run",3,NA,NA,1,"No"
"NE","PIT","pass",3,-1,4,2,"No"
"NE","PIT","no_play",0,NA,NA,3,"No"
"NE","PIT","pass",5,5,0,1,"No"
"NE","PIT","extra_point",0,NA,NA,NA,"No"
"PIT","NE","kickoff",0,NA,NA,NA,"No"
"PIT","NE","pass",4,2,2,1,"No"
"PIT","NE","run",1,NA,NA,2,"No"
"PIT","NE","pass",0,8,NA,3,"No"
"PIT","NE","punt",0,NA,NA,4,"No"
"NE","PIT","run",-2,NA,NA,1,"No"
"NE","PIT","pass",0,17,NA,2,"No"
"NE","PIT","pass",11,4,7,3,"No"
"NE","PIT","run",10,NA,NA,4,"No"
"NE","PIT","pass",0,21,NA,1,"No"
"NE","PIT","pass",0,5,NA,2,"No"
"NE","PIT","pass",23,-1,24,3,"Yes"
"NE","PIT","run",4,NA,NA,1,"No"
"NE","PIT","pass",-7,NA,NA,2,"No"
"NE","PIT","pass",20,19,1,3,"Yes"
"NE","PIT","no_play",0,NA,NA,1,"No"
"NE","PIT","pass",8,7,1,1,"No"
"NE","PIT","run",2,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","PIT","pass",7,1,6,3,"No"
"NE","PIT","pass",18,13,5,1,"No"
"NE","PIT","no_play",0,NA,NA,1,"No"
"NE","PIT","pass",0,2,NA,1,"No"
"NE","PIT","pass",0,2,NA,2,"No"
"NE","PIT","pass",0,2,NA,3,"No"
"PIT","NE","qb_kneel",-1,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"PIT","NE","kickoff",0,NA,NA,NA,"No"
"PIT","NE","pass",5,0,5,1,"No"
"PIT","NE","run",-5,NA,NA,2,"No"
"PIT","NE","pass",0,13,NA,3,"No"
"NE","PIT","pass",9,4,5,1,"No"
"NE","PIT","run",1,NA,NA,2,"No"
"PIT","NE","no_play",0,NA,NA,1,"No"
"PIT","NE","run",-1,NA,NA,1,"No"
"PIT","NE","pass",0,-5,NA,2,"No"
"PIT","NE","pass",9,6,3,3,"No"
"PIT","NE","punt",0,NA,NA,4,"No"
"NE","PIT","run",9,NA,NA,1,"No"
"NE","PIT","run",2,NA,NA,2,"No"
"NE","PIT","run",0,NA,NA,1,"No"
"PIT","NE","run",-2,NA,NA,1,"No"
"PIT","NE","pass",0,25,NA,2,"No"
"PIT","NE","pass",5,-7,12,3,"No"
"PIT","NE","punt",0,NA,NA,4,"No"
"NE","PIT","run",2,NA,NA,1,"No"
"NE","PIT","pass",7,5,2,2,"No"
"NE","PIT","run",3,NA,NA,3,"No"
"NE","PIT","pass",8,7,1,1,"No"
"NE","PIT","run",2,NA,NA,2,"No"
"NE","PIT","pass",11,11,0,1,"No"
"NE","PIT","run",5,NA,NA,1,"No"
"NE","PIT","run",2,NA,NA,2,"No"
"NE","PIT","run",2,NA,NA,3,"No"
"NE","PIT","run",2,NA,NA,4,"No"
"NE","PIT","pass",15,1,14,1,"No"
"NE","PIT","run",2,NA,NA,1,"No"
"NE","PIT","run",1,NA,NA,2,"No"
"NE","PIT","pass",5,4,1,3,"No"
"NE","PIT",NA,NA,NA,NA,NA,NA
"NE","PIT","pass",16,11,5,4,"No"
"NE","PIT","extra_point",0,NA,NA,NA,"No"
"PIT","NE","kickoff",0,NA,NA,NA,"No"
"PIT","NE","pass",0,-3,3,1,"No"
"PIT","NE","run",2,NA,NA,2,"No"
"PIT","NE","no_play",0,NA,NA,3,"No"
"PIT","NE","run",2,NA,NA,1,"No"
"PIT","NE","pass",0,28,NA,2,"No"
"PIT","NE","pass",0,11,NA,3,"No"
"PIT","NE","punt",0,NA,NA,4,"No"
"NE","PIT","run",5,NA,NA,1,"No"
"NE","PIT","pass",12,12,0,2,"No"
"NE","PIT","pass",16,5,11,1,"No"
"NE","PIT","pass",6,6,0,1,"No"
"NE","PIT","run",2,NA,NA,2,"No"
"NE","PIT","run",1,NA,NA,3,"No"
"NE","PIT","run",7,NA,NA,4,"No"
"NE","PIT","pass",-4,NA,NA,1,"No"
"PIT","NE","pass",8,7,1,1,"No"
"PIT","NE","run",6,NA,NA,2,"No"
"PIT","NE","pass",15,-4,19,1,"No"
"PIT","NE","run",5,NA,NA,1,"No"
"PIT","NE","run",3,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PIT","NE","run",4,NA,NA,3,"No"
"PIT","NE","run",-1,NA,NA,1,"No"
"PIT","NE","no_play",0,NA,NA,2,"No"
"PIT","NE","pass",10,-4,14,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"PIT","NE","pass",17,17,0,3,"No"
"PIT","NE","extra_point",0,NA,NA,NA,"No"
"NE","PIT","kickoff",0,NA,NA,NA,"No"
"NE","PIT","pass",8,7,1,1,"No"
"NE","PIT","pass",6,6,0,2,"No"
"NE","PIT","pass",8,0,8,1,"No"
"NE","PIT","run",15,NA,NA,2,"No"
"NE","PIT","pass",-3,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","PIT","pass",0,5,NA,2,"No"
"NE","PIT","pass",12,12,0,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","PIT","pass",-1,0,-1,4,"No"
"PIT","NE","qb_kneel",0,NA,NA,1,"No"
"PIT","NE","qb_kneel",-1,NA,NA,2,"No"
"PIT","NE",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","pass",5,4,1,1,"No"
"BAL","KC","pass",7,6,1,2,"No"
"BAL","KC","run",14,NA,NA,1,"No"
"BAL","KC","pass",21,21,0,1,"Yes"
"BAL","KC","run",2,NA,NA,1,"No"
"BAL","KC","pass",6,4,2,2,"No"
"BAL","KC","run",4,NA,NA,3,"No"
"BAL","KC","run",0,NA,NA,1,"No"
"BAL","KC","pass",11,-1,12,2,"No"
"BAL","KC","extra_point",0,NA,NA,NA,"No"
"KC","BAL","kickoff",0,NA,NA,NA,"No"
"KC","BAL","no_play",0,NA,NA,1,"No"
"KC","BAL","run",1,NA,NA,1,"No"
"KC","BAL","pass",7,3,4,2,"No"
"KC","BAL","pass",0,0,NA,3,"No"
"KC","BAL","pass",4,2,2,4,"No"
"KC","BAL","pass",17,-2,19,1,"No"
"KC","BAL","run",4,NA,NA,1,"No"
"KC","BAL","pass",0,-3,NA,2,"No"
"KC","BAL","pass",0,13,NA,3,"No"
"KC","BAL","field_goal",0,NA,NA,4,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","pass",-3,NA,NA,1,"No"
"BAL","KC","pass",2,2,0,2,"No"
"BAL","KC","run",12,NA,NA,3,"No"
"BAL","KC","run",4,NA,NA,1,"No"
"BAL","KC","no_play",0,NA,NA,2,"No"
"BAL","KC","pass",17,17,0,2,"No"
"BAL","KC","pass",0,16,NA,1,"No"
"KC","BAL","run",2,NA,NA,1,"No"
"KC","BAL","pass",37,34,3,2,"Yes"
"KC","BAL","pass",0,26,NA,1,"No"
"KC","BAL","pass",7,-2,9,2,"No"
"KC","BAL",NA,NA,NA,NA,NA,NA
"KC","BAL","run",2,NA,NA,3,"No"
"KC","BAL","run",2,NA,NA,4,"No"
"KC","BAL","pass",18,7,11,1,"No"
"KC","BAL","run",2,NA,NA,1,"No"
"KC","BAL","run",4,NA,NA,2,"No"
"KC","BAL","pass",6,3,3,3,"No"
"KC","BAL","run",-1,NA,NA,1,"No"
"KC","BAL","pass",0,5,NA,2,"No"
"KC","BAL","pass",0,5,NA,3,"No"
"KC","BAL","field_goal",0,NA,NA,4,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","run",11,NA,NA,1,"No"
"BAL","KC","no_play",0,NA,NA,1,"No"
"BAL","KC","pass",10,-3,13,1,"No"
"BAL","KC","no_play",0,NA,NA,2,"No"
"BAL","KC","pass",0,-10,NA,2,"No"
"BAL","KC","pass",11,-5,16,3,"No"
"BAL","KC","punt",0,NA,NA,4,"No"
"KC","BAL","run",35,NA,NA,1,"Yes"
"KC","BAL","run",3,NA,NA,1,"No"
"KC","BAL","pass",12,5,7,2,"No"
"KC","BAL","run",2,NA,NA,1,"No"
"KC","BAL","pass",4,4,0,2,"No"
"KC","BAL","extra_point",0,NA,NA,NA,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","pass",0,-5,NA,1,"No"
"BAL","KC","pass",0,-3,NA,2,"No"
"BAL","KC","run",9,NA,NA,3,"No"
"BAL","KC","pass",0,16,NA,4,"No"
"KC","BAL","pass",0,40,NA,1,"No"
"KC","BAL","pass",15,11,4,2,"No"
"KC","BAL","pass",4,-5,9,1,"No"
"KC","BAL","pass",0,21,NA,2,"No"
"KC","BAL","pass",13,5,8,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","BAL","pass",8,0,8,1,"No"
"KC","BAL","extra_point",0,NA,NA,NA,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","run",3,NA,NA,1,"No"
"BAL","KC","pass",6,-2,8,2,"No"
"BAL","KC","pass",0,NA,NA,3,"No"
"KC","BAL","pass",9,2,7,1,"No"
"KC","BAL","pass",0,11,NA,2,"No"
"KC","BAL","run",2,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","BAL","pass",-6,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","BAL","pass",5,4,1,2,"No"
"KC","BAL","pass",0,7,NA,3,"No"
"KC","BAL","field_goal",0,NA,NA,4,"No"
"BAL","KC","run",17,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"BAL","KC","pass",6,4,2,1,"No"
"BAL","KC","pass",0,20,NA,2,"No"
"BAL","KC","pass",6,6,0,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"BAL","KC","field_goal",0,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"KC","BAL","kickoff",0,NA,NA,NA,"No"
"KC","BAL","pass",5,-4,9,1,"No"
"KC","BAL","run",5,NA,NA,2,"No"
"KC","BAL","run",12,NA,NA,1,"No"
"KC","BAL","pass",28,15,13,1,"Yes"
"KC","BAL","run",4,NA,NA,1,"No"
"KC","BAL","pass",11,11,0,2,"No"
"KC","BAL","extra_point",0,NA,NA,NA,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","run",5,NA,NA,1,"No"
"BAL","KC","run",7,NA,NA,2,"No"
"BAL","KC","pass",24,19,5,1,"Yes"
"BAL","KC","pass",15,12,3,1,"No"
"BAL","KC","run",4,NA,NA,1,"No"
"BAL","KC","run",3,NA,NA,2,"No"
"BAL","KC","pass",-2,NA,NA,3,"No"
"BAL","KC","field_goal",0,NA,NA,4,"No"
"KC","BAL","kickoff",0,NA,NA,NA,"No"
"KC","BAL","pass",7,-1,8,1,"No"
"KC","BAL","pass",1,-3,4,2,"No"
"KC","BAL","run",7,NA,NA,3,"No"
"KC","BAL","run",1,NA,NA,1,"No"
"KC","BAL","pass",12,6,6,2,"No"
"KC","BAL","pass",12,4,8,1,"No"
"KC","BAL","run",1,NA,NA,1,"No"
"KC","BAL","no_play",0,NA,NA,2,"No"
"KC","BAL","run",0,NA,NA,2,"No"
"KC","BAL","pass",8,-3,11,3,"No"
"KC","BAL","field_goal",0,NA,NA,4,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","pass",1,0,1,1,"No"
"BAL","KC","pass",3,3,0,2,"No"
"BAL","KC","no_play",0,NA,NA,3,"No"
"BAL","KC",NA,NA,NA,NA,NA,NA
"BAL","KC","run",-1,NA,NA,3,"No"
"BAL","KC","pass",0,3,NA,4,"No"
"KC","BAL","run",4,NA,NA,1,"No"
"KC","BAL","pass",0,20,NA,2,"No"
"KC","BAL","pass",5,1,4,3,"No"
"KC","BAL","pass",15,15,0,4,"No"
"KC","BAL","extra_point",0,NA,NA,NA,"No"
"BAL","KC","kickoff",0,NA,NA,NA,"No"
"BAL","KC","pass",7,0,7,1,"No"
"BAL","KC","pass",0,11,NA,2,"No"
"BAL","KC","pass",0,2,NA,3,"No"
"BAL","KC","pass",9,2,7,4,"No"
"BAL","KC","pass",13,1,12,1,"No"
"BAL","KC","pass",5,5,0,1,"No"
"BAL","KC","pass",0,-8,8,2,"No"
"BAL","KC","pass",0,10,NA,3,"No"
"BAL","KC","pass",0,0,0,4,"No"
"KC","BAL","run",5,NA,NA,1,"No"
"KC","BAL","run",3,NA,NA,2,"No"
"KC","BAL","run",3,NA,NA,3,"No"
"KC","BAL","run",4,NA,NA,1,"No"
"KC","BAL","run",0,NA,NA,2,"No"
"KC","BAL","run",5,NA,NA,3,"No"
"KC","BAL","run",3,NA,NA,4,"No"
"KC","BAL","pass",0,2,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","BAL","no_play",0,NA,NA,2,"No"
"KC","BAL","run",1,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","BAL","run",0,NA,NA,3,"No"
"KC","BAL","punt",0,NA,NA,4,"No"
"BAL","KC","run",1,NA,NA,1,"No"
"BAL","KC","pass",14,11,3,2,"No"
"BAL","KC","run",71,NA,NA,1,"Yes"
"BAL","KC","extra_point",0,NA,NA,NA,"No"
"KC","BAL","kickoff",0,NA,NA,NA,"No"
"KC","BAL","run",5,NA,NA,1,"No"
"KC","BAL","qb_kneel",-2,NA,NA,2,"No"
"KC","BAL","qb_kneel",-1,NA,NA,3,"No"
"KC","BAL",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","run",12,NA,NA,1,"No"
"CAR","NE","run",9,NA,NA,1,"No"
"CAR","NE","no_play",0,NA,NA,2,"No"
"CAR","NE","pass",9,1,8,1,"No"
"CAR","NE","run",3,NA,NA,2,"No"
"CAR","NE","pass",16,4,12,1,"No"
"CAR","NE","pass",16,9,7,1,"No"
"CAR","NE","pass",7,7,0,1,"No"
"CAR","NE","extra_point",0,NA,NA,NA,"No"
"NE","CAR","kickoff",0,NA,NA,NA,"No"
"NE","CAR","run",1,NA,NA,1,"No"
"NE","CAR","run",6,NA,NA,2,"No"
"NE","CAR","pass",0,18,NA,3,"No"
"NE","CAR","no_play",0,NA,NA,4,"No"
"NE","CAR","punt",0,NA,NA,4,"No"
"CAR","NE","pass",8,8,0,1,"No"
"CAR","NE","run",4,NA,NA,2,"No"
"CAR","NE","no_play",0,NA,NA,1,"No"
"CAR","NE","pass",15,1,14,1,"No"
"CAR","NE","pass",0,1,NA,1,"No"
"CAR","NE","pass",0,-5,NA,2,"No"
"CAR","NE","run",2,NA,NA,3,"No"
"CAR","NE","punt",0,NA,NA,4,"No"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","run",0,NA,NA,1,"No"
"CAR","NE","pass",9,6,3,2,"No"
"CAR","NE","run",10,NA,NA,3,"No"
"CAR","NE","pass",0,15,NA,1,"No"
"CAR","NE","run",-1,NA,NA,2,"No"
"CAR","NE","pass",0,4,NA,3,"No"
"CAR","NE","punt",0,NA,NA,4,"No"
"NE","CAR","pass",24,-3,27,1,"Yes"
"NE","CAR","pass",6,4,2,1,"No"
"NE","CAR","run",21,NA,NA,2,"Yes"
"NE","CAR","run",22,NA,NA,1,"Yes"
"NE","CAR","run",2,NA,NA,1,"No"
"NE","CAR",NA,NA,NA,NA,NA,NA
"NE","CAR","run",5,NA,NA,2,"No"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","pass",14,1,13,1,"No"
"CAR","NE","run",4,NA,NA,1,"No"
"CAR","NE","pass",5,-2,7,2,"No"
"CAR","NE","run",3,NA,NA,3,"No"
"CAR","NE","pass",5,-4,9,1,"No"
"CAR","NE","no_play",0,NA,NA,2,"No"
"CAR","NE","run",5,NA,NA,1,"No"
"CAR","NE","pass",-11,NA,NA,2,"No"
"CAR","NE","pass",0,15,NA,3,"No"
"CAR","NE","field_goal",0,NA,NA,4,"No"
"NE","CAR","pass",9,-1,10,1,"No"
"NE","CAR","run",3,NA,NA,2,"No"
"NE","CAR","pass",33,18,15,1,"Yes"
"NE","CAR","run",1,NA,NA,1,"No"
"NE","CAR","run",-2,NA,NA,1,"No"
"NE","CAR","pass",5,-5,10,2,"No"
"NE","CAR","pass",6,6,0,1,"No"
"NE","CAR","run",5,NA,NA,2,"No"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","no_play",0,NA,NA,1,"No"
"CAR","NE","run",0,NA,NA,1,"No"
"CAR","NE","pass",0,20,NA,2,"No"
"CAR","NE","run",2,NA,NA,3,"No"
"CAR","NE","punt",0,NA,NA,4,"No"
"NE","CAR","run",1,NA,NA,1,"No"
"NE","CAR","pass",4,3,1,2,"No"
"NE","CAR","pass",8,7,1,3,"No"
"NE","CAR","run",1,NA,NA,1,"No"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","run",0,NA,NA,1,"No"
"CAR","NE","pass",8,4,4,2,"No"
"CAR","NE","run",6,NA,NA,3,"No"
"CAR","NE","pass",0,3,NA,1,"No"
"CAR","NE","pass",0,6,NA,2,"No"
"CAR","NE","pass",0,0,NA,3,"No"
"CAR","NE","punt",0,NA,NA,4,"No"
"NE","CAR","run",2,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","CAR","run",0,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","CAR","run",3,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"NE","CAR","punt",0,NA,NA,4,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"CAR","NE","no_play",0,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"NE","CAR","kickoff",0,NA,NA,NA,"No"
"NE","CAR","pass",18,18,0,1,"No"
"NE","CAR","pass",0,18,NA,1,"No"
"NE","CAR","run",5,NA,NA,2,"No"
"NE","CAR","no_play",0,NA,NA,3,"No"
"NE","CAR","pass",22,18,4,3,"Yes"
"NE","CAR","pass",0,NA,NA,1,"No"
"NE","CAR","run",11,NA,NA,2,"No"
"NE","CAR","run",1,NA,NA,1,"No"
"NE","CAR","pass",31,5,26,2,"Yes"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","run",11,NA,NA,1,"No"
"CAR","NE","run",2,NA,NA,1,"No"
"CAR","NE","pass",15,15,0,2,"No"
"CAR","NE","run",6,NA,NA,1,"No"
"CAR","NE","pass",1,-3,4,2,"No"
"CAR","NE","pass",-2,-2,0,3,"No"
"CAR","NE","pass",0,30,NA,4,"No"
"NE","CAR","run",3,NA,NA,1,"No"
"NE","CAR","run",1,NA,NA,2,"No"
"NE","CAR","run",2,NA,NA,3,"No"
"NE","CAR","punt",0,NA,NA,4,"No"
"CAR","NE","run",5,NA,NA,1,"No"
"CAR","NE","pass",3,3,0,2,"No"
"CAR","NE","no_play",0,NA,NA,3,"No"
"CAR","NE","pass",0,5,NA,3,"No"
"CAR","NE","punt",0,NA,NA,4,"No"
"NE","CAR","run",3,NA,NA,1,"No"
"NE","CAR","run",1,NA,NA,2,"No"
"NE","CAR","pass",3,-5,8,3,"No"
"NE","CAR","pass",30,24,6,4,"Yes"
"NE","CAR",NA,NA,NA,NA,NA,NA
"NE","CAR","run",0,NA,NA,1,"No"
"NE","CAR","pass",0,4,NA,2,"No"
"NE","CAR","pass",4,4,0,3,"No"
"NE","CAR","extra_point",0,NA,NA,NA,"No"
"CAR","NE","kickoff",0,NA,NA,NA,"No"
"CAR","NE","run",7,NA,NA,1,"No"
"CAR","NE","pass",9,-2,11,2,"No"
"CAR","NE","no_play",0,NA,NA,1,"No"
"CAR","NE","run",6,NA,NA,1,"No"
"CAR","NE","pass",5,4,1,2,"No"
"CAR","NE","pass",7,5,2,3,"No"
"CAR","NE","pass",0,4,NA,4,"No"
"NE","CAR","run",3,NA,NA,1,"No"
"NE","CAR","pass",0,18,NA,2,"No"
"NE","CAR","run",5,NA,NA,3,"No"
"NE","CAR","punt",0,NA,NA,4,"No"
"CAR","NE","run",6,NA,NA,1,"No"
"CAR","NE","pass",0,23,NA,2,"No"
"CAR","NE","pass",5,3,2,3,"No"
"CAR","NE","run",2,NA,NA,1,"No"
"CAR","NE","run",2,NA,NA,2,"No"
"CAR","NE","pass",24,11,13,3,"Yes"
"CAR","NE","run",22,NA,NA,1,"Yes"
"CAR","NE","run",-1,NA,NA,1,"No"
"CAR","NE","pass",22,7,15,2,"Yes"
"CAR","NE","run",3,NA,NA,1,"No"
"CAR","NE","pass",5,0,5,2,"No"
"CAR","NE","run",-1,NA,NA,3,"No"
"CAR","NE","pass",2,2,0,4,"No"
"CAR","NE","extra_point",0,NA,NA,NA,"No"
"NE","CAR","kickoff",0,NA,NA,NA,"No"
"NE","CAR","qb_kneel",-1,NA,NA,1,"No"
"NE","CAR","qb_kneel",0,NA,NA,2,"No"
"NE","CAR","qb_kneel",-1,NA,NA,3,"No"
"NE","CAR",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"CHI","LV","kickoff",0,NA,NA,NA,"No"
"CHI","LV","run",2,NA,NA,1,"No"
"CHI","LV","pass",5,-4,9,2,"No"
"CHI","LV","pass",0,-3,NA,3,"No"
"CHI","LV","punt",0,NA,NA,4,"No"
"LV","CHI","pass",9,7,2,1,"No"
"LV","CHI","run",12,NA,NA,2,"No"
"LV","CHI","pass",0,14,NA,1,"No"
"LV","CHI","run",0,NA,NA,2,"No"
